utt,labels,tokenized
transporter in lieu of a a c placard I'm using the critical victim placard to say that there is a c victim in the hallway closer to B8 and B9,"['Room', 'Room', 'CriticalVictim', 'CriticalVictim', 'KnowledgeSharing', 'Transporter', 'Victim']","[3, 3, 1, 1, 13, 5, 2]"
this is transporter is C8 A3 room,"['Room', 'Room', 'Transporter']","[3, 3, 5]"
C8 is not,['Room'],[3]
okay,['0'],[0]
okay,['0'],[0]
transporter there are two more victims out in the hallway one is that in one is B,"['KnowledgeSharing', 'Transporter', 'Victim']","[13, 5, 2]"
this transporter I am on my way,"['Move', 'Transporter']","[10, 5]"
come again transport it,['Instruction'],[19]
I'm on my way,['Move'],[10]
is there a,['0'],[0]
okay engineer will be heading to C3,"['Room', 'Plan', 'Engineer', 'Move']","[3, 20, 4, 10]"
yep,['0'],[0]
okay,['0'],[0]
this is medic transporter I am putting a c victim in the hallway around C3,"['Room', 'CriticalVictim', 'Medic', 'Transporter', 'Victim']","[3, 1, 6, 5, 2]"
transporter I am on my way,"['Move', 'Transporter']","[10, 5]"
engineer if you'd like to help me with C YouTube,"['Engineer', 'Instruction']","[4, 19]"
yes this is so soft Red Room C help me,['Instruction'],[19]
thank you,['0'],[0]
are C critical victim,['CriticalVictim'],[1]
all right transporter,['Transporter'],[5]
engineer and I are coming out with a B victim and a c victim,"['CriticalVictim', 'Engineer', 'Victim', 'Victim']","[1, 4, 2, 2]"
right,['0'],[0]
okay it appears that A B and C are clear,['0'],[0]
engineer let's head on 2D,['Engineer'],[4]
all right,['0'],[0]
this engineer I am in D3 and there is a critical victim and a regular pictum,"['CriticalVictim', 'Room', 'Engineer', 'KnowledgeSharing', 'ReportLocation']","[1, 3, 4, 13, 14]"
thank you this is medic transported there are currently a b and c victim I believe out in the hallway,"['KnowledgeSharing', 'Medic', 'Victim']","[13, 6, 2]"
this is transport I'm on my way oh,"['Move', 'Transporter']","[10, 5]"
this is transporter engineer there is a lot of rubble and Rubble in front of South Zone C,"['Engineer', 'KnowledgeSharing', 'KnowledgeSharing', 'Rubble', 'Rubble', 'Transporter']","[4, 13, 13, 7, 7, 5]"
on my way,['Move'],[10]
thank you,['0'],[0]
transport if you'd like to help me with oh scratch that,"['Instruction', 'Transporter']","[19, 5]"
okay believe the dissection is clear let's go on to E3,"['Room', 'Instruction', 'Move']","[3, 19, 10]"
E5 is here E5 is,"['Room', 'Room']","[3, 3]"
this is transporter there's a critical victim in here in H1,"['CriticalVictim', 'Room', 'KnowledgeSharing', 'Transporter']","[1, 3, 13, 5]"
H1 okay this is medical get that done with really quickly,"['Room', 'Instruction']","[3, 19]"
this is medic I would appreciate transporter coming to H1,"['Room', 'Medic', 'Move', 'Transporter']","[3, 6, 10, 5]"
to assist,['0'],[0]
G,['0'],[0]
this is transporter engineer we need you and H1,"['Engineer', 'Room', 'Transporter']","[4, 3, 5]"
H1 on my way that's just engineer I just clear the path to G3 with another victim there,"['Engineer', 'Room', 'Room', 'Move']","[4, 3, 3, 10]"
all right,['0'],[0]
this is medic I'm currently in h1a trapped in a rubble room with a critical victim thank you,"['HelpRequest', 'CriticalVictim', 'Medic', 'Rubble']","[16, 1, 6, 7]"
come,['0'],[0]
okay,['0'],[0]
this is medic engineer there is a mass of oh scratch that,"['Engineer', 'Medic']","[4, 6]"
Rubble has been cleared from the C Zone,['Rubble'],[7]
I sent you I just took the a victim,['Victim'],[2]
from H1 to the save Zone,['Room'],[3]
thank you engineer,['Engineer'],[4]
this is medic I'm going to be heading to G3 to take care of the victim in there,"['Plan', 'Room', 'Medic', 'Move', 'Victim']","[20, 3, 6, 10, 2]"
this is engineer I'm going to clear the north save zone for C,"['Plan', 'Engineer']","[20, 4]"
this is medic there are a a and b,['Medic'],[6]
victim,['Victim'],[2]
set along the north barrier near North Zone C,['0'],[0]
with that I believe we are done with h and I sorry on the eye,['0'],[0]
all right,['0'],[0]
is this is transporter there's a critical and,"['CriticalVictim', 'KnowledgeSharing', 'Transporter']","[1, 13, 5]"
I4,['Room'],[3]
thank you this is medic engineer I need some assistance and I4 with some Rubble,"['Engineer', 'HelpRequest', 'Room', 'Medic', 'Rubble']","[4, 16, 3, 6, 7]"
I4 engineer die M1 my way,"['Engineer', 'Room', 'Room']","[4, 3, 3]"
the SOS is to show you where I am,['Question'],[17]
sorry about that,['0'],[0]
talking,['0'],[0]
there are three critical victims in here I'm going to help need help with waking each one thank you,"['CriticalVictim', 'Plan', 'HelpRequest', 'KnowledgeSharing']","[1, 20, 16, 13]"
from here I will treat these three and put them into the i j hallway for transporter,"['Plan', 'Transporter']","[20, 5]"
red,['0'],[0]
c c near C4 is a threat room I see if I can clear it,"['Room', 'Plan', 'Plan', 'Room']","[3, 20, 20, 3]"
this is engineer they are there is one regular big theme in j4 and one critical,"['Engineer', 'Room']","[4, 3]"
this is medic I'm unable to get into j4 there's Rubble on the way,"['Room', 'KnowledgeSharing', 'Medic', 'Rubble']","[3, 13, 6, 7]"
thank you,['0'],[0]
this is transporter I think there is a critical victim in E3,"['CriticalVictim', 'Room', 'KnowledgeSharing', 'Transporter']","[1, 3, 13, 5]"
thank you,['0'],[0]
this is medic there's a safe victim C in the IJ hallway I save victim B in the i2a hallway,"['Medic', 'Victim', 'Victim']","[6, 2, 2]"
this medic transporter can you repeat which room you said there was an issue with,"['Plan', 'Medic', 'Transporter', 'YesNoQuestion']","[20, 6, 5, 18]"
thank you,['0'],[0]
this is transported E3 right over here,['Room'],[3]
I'll stay with you,['Plan'],[20]
alrighty let's take care of this,['Instruction'],[19]
oh never mind,['0'],[0]
this is transfer engineer can we have you come to E3 please,"['Room', 'Engineer', 'Move', 'YesNoQuestion']","[3, 4, 10, 18]"
E3 my way,['Room'],[3]
medic D1 victim left over oh yeah I was going to take your room,"['Room', 'Medic', 'Victim']","[3, 6, 2]"
this transporter was this,['Transporter'],[5]
b or a or critical,['0'],[0]
I think the one victim by I4 is at critical or regular,"['Room', 'Victim']","[3, 2]"
I'll bring it to you,['Plan'],[20]
I will be coming back over to check thank you part way through,['Plan'],[20]
that is a b type victim,"['Victim', 'Victim']","[2, 2]"
okay this is C engineer just clear E3,"['Room', 'Engineer']","[3, 4]"
thank you if you'd like to stay to help me with the person in there,"['Plan', 'Instruction', 'Victim']","[20, 19, 2]"
weather,['0'],[0]
thank you,['0'],[0]
this is medic that's a c victim go crazy,"['CriticalVictim', 'Medic', 'Victim']","[1, 6, 2]"
this is transporter we have 30 seconds left this is transporter I will go crazy,"['Plan', 'Transporter', 'Transporter']","[20, 5, 5]"
this is medic I suppose this was really good progress,['Medic'],[6]
this is transport door I suppose it was very good progress as well,"['ReportLocation', 'Transporter']","[14, 5]"
this is engineer I concur,['Engineer'],[4]
this is medic I just fell to my death all right,['Medic'],[6]
this is medic do you guys have any any feedback for the last session,['Medic'],[6]
this is transporter no but maybe we should be faster just a little bit,['Transporter'],[5]
this is my room what we could do is start on a and then work all the way around the perimeter through Shea and L and then finish through dnf,"['Precedence', 'Precedence', 'Precedence', 'ReportLocation']","[11, 11, 11, 14]"
maybe I will will it go faster,"['Plan', 'YesNoQuestion']","[20, 18]"
this is medic I think,['Medic'],[6]
you could be on to something there because I realized a lot of the inefficiencies were in like getting in and out of D and E and F,['0'],[0]
and all that so maybe what we could do this time is try to do a b c,['0'],[0]
and then go to i j k l and m,['Precedence'],[11]
this is transporter I think that's a good idea,['Transporter'],[5]
engineer I also if we start on a,['Engineer'],[4]
A3 C2 C3 and C5 a role threat Grooms so we can for well enter in,"['Room', 'Room', 'Room', 'Room', 'Move', 'Plan']","[3, 3, 3, 3, 10, 20]"
okay this is medic I think it might be an interesting idea if we decide to put the collect the victims in the hallway and after we're done with the section put them into the zones because I feel as if a lot of the time that we wasted was just moving back and forth between like putting victims in each place,"['Plan', 'Medic', 'Precedence', 'Victim', 'Victim']","[20, 6, 11, 2, 2]"
all right this is engineer so have the transporter Mark every room first and then begin transporting the victims,"['Engineer', 'Precedence', 'Precedence', 'Transporter', 'Victim']","[4, 11, 11, 5, 2]"
move,['0'],[0]
yeah this is medic I think it might be a might be a good idea for a while engineer and I go through a b c have transported her head over to IJ k m and L and Mark those,"['Engineer', 'Medic']","[4, 6]"
this is transporter so you want me to do that right now,['Transporter'],[5]
yes it would be nice to this is medic if you could continue through A B C 0 if you could continue through a b c,"['Plan', 'Medic']","[20, 6]"
this is C engineer there are two big themes in A3,"['Room', 'Engineer']","[3, 4]"
this is medic there are some people in the hallway already also A3 is currently blocked because of a threat so I'm going to move on to B2 really quickly which also needs an engineer help,"['Room', 'Room', 'Plan', 'Engineer', 'Medic', 'Move']","[3, 3, 20, 4, 6, 10]"
I move in the victim as she move the victims from inside j3 to outside,"['Room', 'Move', 'Victim', 'Victim']","[3, 10, 2, 2]"
okay thank you,['0'],[0]
this is transporter I've marked a b and c,['Transporter'],[5]
wonderful,['0'],[0]
oh wait but I think I forgot B5 and B6,"['Room', 'Room']","[3, 3]"
okay,['0'],[0]
a medic there is critical in here,['Medic'],[6]
thank you,['0'],[0]
let's,['Instruction'],[19]
this is medic again I'm going to Mark the victims in the hallway instead of using a c placard using a critical victim placard,"['CriticalVictim', 'Medic', 'Move', 'Victim']","[1, 6, 10, 2]"
I think question room do you save us block B2,"['Room', 'YesNoQuestion']","[3, 18]"
it's medic I was saying A3 I didn't realize that there are multiple entrances and so I think we're good in A3 yes oh I spoke too soon and got locked in,"['Room', 'Room', 'KnowledgeSharing', 'Medic']","[3, 3, 13, 6]"
on my way to C chair,['Move'],[10]
and commissioner,['0'],[0]
medic Teresa victim here on B2,"['Room', 'Medic', 'Victim']","[3, 6, 2]"
thank you,['0'],[0]
well there's no victim in there I don't think medic,"['KnowledgeSharing', 'Medic', 'Victim']","[13, 6, 2]"
okay okay I'm this is medic I'm going to head to B9 or,"['Room', 'Plan', 'Medic', 'Move']","[3, 20, 6, 10]"
B8 rather to take care of the victim in there,"['Room', 'Victim']","[3, 2]"
okay this is engineer I'm good at critical victim on C6,"['Room', 'CriticalVictim', 'Engineer']","[3, 1, 4]"
this is medic I'm on my way,"['Medic', 'Move']","[6, 10]"
this is transported from heading back to get all the victims,"['RescueInteractions', 'Victim']","[12, 2]"
I'm going this is medic I'm going to head into the C3,"['Room', 'Plan', 'Move', 'Medic']","[3, 20, 10, 6]"
so C threat room,['Room'],[3]
yes yep just got caved in,['0'],[0]
okay,['0'],[0]
Jose,['0'],[0]
okay,['0'],[0]
c c victim this is a b victim,"['Victim', 'Victim', 'Victim']","[2, 2, 2]"
their victim Zone B5 and B6,"['Room', 'Room', 'Victim']","[3, 3, 2]"
I think we should find that out,['0'],[0]
yes,['0'],[0]
there are victims outside B5 B6,"['Room', 'Room', 'KnowledgeSharing', 'Victim']","[3, 3, 13, 2]"
I'm going to head to okay,['Plan'],[20]
hey this is medic engineer die I'd like some assistance with B6,"['Room', 'Engineer', 'Medic']","[3, 4, 6]"
to get side,['0'],[0]
six I am on my way,['Move'],[10]
okay,['0'],[0]
this is medic and transport if you'd be so kind as to break the signs for a and b victims as you pick them up,"['Medic', 'Transporter', 'Victim']","[6, 5, 2]"
thank you it's all good,['0'],[0]
this is transporting yeah I'm sorry,['0'],[0]
all right,['0'],[0]
this is medic I believe a B and C are complete so with engineer we are going to head to I and J hallway,"['Plan', 'Plan', 'Engineer', 'Medic', 'Move', 'Move']","[20, 20, 4, 6, 10, 10]"
I follow you,['0'],[0]
thank you,['0'],[0]
medic I think we should begin well we should go to I2 C the threat room so they're more critical big things here,"['Room', 'Medic', 'Move', 'Room']","[3, 6, 10, 3]"
engineer a curry,['Engineer'],[4]
specialist I can tell this is medic that is the only victim in this hallway or in this room,"['Plan', 'Medic', 'Victim']","[20, 6, 2]"
all right,['0'],[0]
I'm going to head to i3,"['Plan', 'Room']","[20, 3]"
that is hit B victim,['Victim'],[2]
B,['0'],[0]
yes,['0'],[0]
this is a c victim,"['CriticalVictim', 'Victim']","[1, 2]"
thank you clear,['0'],[0]
this is engineer I lost my GPS,['Engineer'],[4]
this is transported me to,['0'],[0]
this is medic like was,['Medic'],[6]
thank you,['0'],[0]
medic the other victim I really brought outside,"['Medic', 'Victim']","[6, 2]"
it's,['0'],[0]
so currently engineer and I are in the IJ hallway we're going to continue with the strategy that we've been doing in putting victims in the hallway but we are going to check every room this time because engineer can still see threats correct,"['Plan', 'Victim', 'Engineer', 'Engineer', 'Plan', 'Plan', 'ReportLocation', 'Search']","[20, 2, 4, 4, 20, 20, 14, 15]"
ah,['0'],[0]
I cannot but I can tell you ashy we are en el,['Plan'],[20]
I don't have information on l,['0'],[0]
always blue,['0'],[0]
there is a critical victim inside of L3,"['CriticalVictim', 'KnowledgeSharing', 'Room']","[1, 13, 3]"
tastic,['0'],[0]
this is medic understood,['Medic'],[6]
since we are going to keep going down the hall okay there are critical pick themes on K1,"['Plan', 'Room']","[20, 3]"
this is transporter I'm on my way,"['Move', 'Transporter']","[10, 5]"
transporter all this safe zones are still clear right,['Transporter'],[5]
this is transporter yes I believe so,['Transporter'],[5]
this is medic I'm stuck outside of K1 where you are engineer,"['HelpRequest', 'Engineer', 'Room', 'Medic']","[16, 4, 3, 6]"
yep,['0'],[0]
i1 regular and one critical,['Room'],[3]
okay if you'd be so kind as to take the regular outside,['0'],[0]
done,['0'],[0]
and C B ass is back,['0'],[0]
this is medic I have GPS back,['Medic'],[6]
it's it,['0'],[0]
this is medic there are victims in,"['KnowledgeSharing', 'Medic', 'Victim']","[13, 6, 2]"
this side of the hallway that we're all on okay,['0'],[0]
only on the last room I believe,['0'],[0]
all right,['0'],[0]
engineer are you able to see if this is a threat room,"['Plan', 'Engineer', 'ReportLocation', 'Room']","[20, 4, 14, 3]"
