utt,extractions
okay so 20 minutes is just B enter G2 checking to see if everything is ready medic are you back room present accounted for,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 0}, {'attachments': [], 'end_offset': 34, 'labels': ['Enter', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'enter_action', 'span': 'enter', 'start_offset': 29}, {'attachments': [], 'end_offset': 37, 'labels': ['G2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_g2', 'span': 'G2', 'start_offset': 35}, {'attachments': [], 'end_offset': 82, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 77}, {'arguments': {'location': [{'attachments': [], 'end_offset': 100, 'labels': ['Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_detection', 'span': 'room', 'start_offset': 96}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [18], 'text': 'you'}], 'end_offset': 100, 'labels': ['ReportLocation', 'ReportStatus', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'location_report', 'span': 'are you back room', 'start_offset': 83}, {'arguments': {'value': [{'attachments': [], 'end_offset': 10, 'labels': ['TimeUnit', 'Time', 'EventLike', 'Concept'], 'rule': 'time', 'span': '20', 'start_offset': 8}]}, 'attachments': [], 'end_offset': 18, 'labels': ['TimeUnit', 'Time', 'EventLike', 'Concept'], 'rule': 'time', 'span': '20 minutes', 'start_offset': 8}]"
it's like other people,[]
so I push green wire will assign a question icon,"[{'attachments': [], 'end_offset': 15, 'labels': ['Green', 'Player', 'Entity', 'Concept'], 'rule': 'green', 'span': 'green', 'start_offset': 10}]"
okay E2 one and begin,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 8, 'labels': ['E2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e2', 'span': 'E2', 'start_offset': 6}, {'attachments': [], 'end_offset': 22, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'begin', 'start_offset': 17}]"
please close your B,"[{'attachments': [], 'end_offset': 13, 'labels': ['Close', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'close', 'span': 'close', 'start_offset': 8}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 13, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'close', 'start_offset': 8}]}, 'attachments': [], 'end_offset': 13, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic', 'span': 'please close', 'start_offset': 1}]"
you are encouraged to communicate with your team,[]
yes,"[{'attachments': [], 'end_offset': 3, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 0}]"
did you give me medicine initiative to meet again you will be named the victim you may use the same okay yes,"[{'attachments': [], 'end_offset': 105, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 101}, {'attachments': [], 'end_offset': 109, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 106}, {'attachments': [], 'end_offset': 79, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 73}, {'arguments': {'topic': [{'attachments': [{'value': 'past'}], 'end_offset': 13, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'give', 'start_offset': 9}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [1], 'text': 'you'}, {'value': 'past'}], 'end_offset': 13, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'did you give', 'start_offset': 1}]"
alright guys so I think the last the last game we did really well and I think what I should do this time is like run around and put markers around what every time I see a doorway I'll put it down so you guys know who's in there to avoid it,"[{'attachments': [], 'end_offset': 7, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'alright', 'start_offset': 0}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 187, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'put', 'start_offset': 184}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [38], 'text': 'I'}, {'value': 'future'}], 'end_offset': 187, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will put', 'start_offset': 180}, {'attachments': [], 'end_offset': 178, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'doorway', 'start_offset': 171}, {'attachments': [], 'end_offset': 139, 'labels': ['MarkerBlock', 'Item', 'Concept'], 'rule': 'marker_block', 'span': 'markers', 'start_offset': 132}, {'arguments': {'target': [{'attachments': [], 'end_offset': 139, 'labels': ['MarkerBlock', 'Item', 'Concept'], 'rule': 'marker_block', 'span': 'markers', 'start_offset': 132}]}, 'attachments': [], 'end_offset': 139, 'labels': ['PlaceMarker', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'placeMarker1', 'span': 'put markers', 'start_offset': 128}, {'arguments': {'target': [{'attachments': [], 'end_offset': 178, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'doorway', 'start_offset': 171}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [34], 'text': 'I'}], 'end_offset': 178, 'labels': ['Sight', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'lemma_verb_dobj-sight_event_like', 'span': 'see a doorway', 'start_offset': 165}]"
yep now please clear the rubble role however going to start our mission mean 54321 alright guys so I think the last the last game we did really well and I think what I should do this time it's like run around and close Partners around you every time I see a doorway to the down some yellow snow in there like that to avoid it,"[{'attachments': [], 'end_offset': 91, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'alright', 'start_offset': 84}, {'attachments': [], 'end_offset': 266, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'doorway', 'start_offset': 259}, {'attachments': [], 'end_offset': 32, 'labels': ['Rubble', 'Obstacle', 'EventLike', 'Concept'], 'rule': 'rubble_detection', 'span': 'rubble', 'start_offset': 26}, {'arguments': {'location': [{'attachments': [], 'end_offset': 304, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 299}], 'target': [{'attachments': [], 'end_offset': 266, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'doorway', 'start_offset': 259}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [50], 'text': 'I'}], 'end_offset': 304, 'labels': ['Sight', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'lemma_verb_dobj-sight_event_like', 'span': 'see a doorway to the down some yellow snow in there', 'start_offset': 253}]"
yeah and just to be clear you're the transporter right,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 0}, {'attachments': [], 'end_offset': 48, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 37}]"
yes yes I'm sorry transporter that's me,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 1}, {'attachments': [], 'end_offset': 8, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 5}, {'arguments': {'target': [{'attachments': [], 'end_offset': 30, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 19}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [2], 'text': 'I'}], 'end_offset': 30, 'labels': ['RoleDeclare', 'ReportStatus', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'role_declare', 'span': 'am sorry transporter', 'start_offset': 10}, {'attachments': [], 'end_offset': 30, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 19}]"
yeah and just to be clear the transport yes yes I'm sorry transport yeah okay I did find it I found it difficult to like remember who was here last time all right let's plan strategy now on the left side it says there are a ton of meetings A1 A4 B2 B6 so we should be like wait to there unless you guys have any like,"[{'attachments': [], 'end_offset': 243, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 241}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 240, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 232}]}, 'attachments': [], 'end_offset': 240, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'existential5', 'span': 'there are a ton of meetings', 'start_offset': 213}, {'attachments': [], 'end_offset': 199, 'labels': ['Left', 'Relative', 'Direction', 'Concept'], 'rule': 'left_direction', 'span': 'left', 'start_offset': 195}, {'attachments': [], 'end_offset': 240, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 232}, {'attachments': [], 'end_offset': 183, 'labels': ['PlanLanguage', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'plan_base', 'span': 'strategy', 'start_offset': 175}, {'attachments': [], 'end_offset': 174, 'labels': ['PlanLanguage', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'plan_base', 'span': 'plan', 'start_offset': 170}, {'attachments': [], 'end_offset': 40, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transport', 'start_offset': 31}, {'attachments': [], 'end_offset': 68, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transport', 'start_offset': 59}, {'attachments': [], 'end_offset': 246, 'labels': ['A4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a4', 'span': 'A4', 'start_offset': 244}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}, {'attachments': [], 'end_offset': 48, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 45}, {'attachments': [], 'end_offset': 163, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 154}, {'attachments': [], 'end_offset': 73, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 69}, {'attachments': [], 'end_offset': 78, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 74}, {'attachments': [], 'end_offset': 44, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 41}, {'attachments': [], 'end_offset': 249, 'labels': ['B2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b2', 'span': 'B2', 'start_offset': 247}, {'attachments': [], 'end_offset': 252, 'labels': ['B6', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b6', 'span': 'B6', 'start_offset': 250}]"
okay yeah okay I did find it I found it difficult to like remember who was who last time all right let's plan strategy now on the left side it says there are a ton of meetings A1 A4 B2 B6 so we should be like right to there unless you guys have any like cancellations on your screen,"[{'attachments': [], 'end_offset': 179, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 177}, {'attachments': [], 'end_offset': 176, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 168}, {'attachments': [], 'end_offset': 110, 'labels': ['PlanLanguage', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'plan_base', 'span': 'plan', 'start_offset': 106}, {'attachments': [], 'end_offset': 119, 'labels': ['PlanLanguage', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'plan_base', 'span': 'strategy', 'start_offset': 111}, {'attachments': [], 'end_offset': 182, 'labels': ['A4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a4', 'span': 'A4', 'start_offset': 180}, {'attachments': [], 'end_offset': 15, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 11}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 99, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 90}, {'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 6}, {'attachments': [], 'end_offset': 185, 'labels': ['B2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b2', 'span': 'B2', 'start_offset': 183}, {'attachments': [], 'end_offset': 188, 'labels': ['B6', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b6', 'span': 'B6', 'start_offset': 186}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 176, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meetings', 'start_offset': 168}]}, 'attachments': [], 'end_offset': 176, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'existential5', 'span': 'there are a ton of meetings', 'start_offset': 149}, {'attachments': [], 'end_offset': 135, 'labels': ['Left', 'Relative', 'Direction', 'Concept'], 'rule': 'left_direction', 'span': 'left', 'start_offset': 131}]"
yes storage reorganization was cancelled zoom2 meeting was cancelled zoom2 from office was cancelled,"[{'attachments': [], 'end_offset': 4, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 1}, {'attachments': [], 'end_offset': 55, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 48}]"
okay so A1 and A4 were canceled B2 and B6 and you said storage reorganization was also,"[{'attachments': [], 'end_offset': 11, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 9}, {'attachments': [], 'end_offset': 18, 'labels': ['A4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a4', 'span': 'A4', 'start_offset': 16}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 35, 'labels': ['B2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b2', 'span': 'B2', 'start_offset': 33}, {'attachments': [], 'end_offset': 42, 'labels': ['B6', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_b6', 'span': 'B6', 'start_offset': 40}]"
