utt,labels,tokenized
perfect I'll be there,"Plan{topic:{be there},agent:{I}}",[20]
this is medic on my way to C6,"Medic/Movement{agent:{I},target:{C6}}/Room","[6, 10, 3]"
fantastic,0,[0]
all right this is an a victim are still critical victim in C6 if you don't mind I'll mark them on map expression C,"Victim/KnowledgeSharing{exists:{critical victim},location:{C6}}/CriticalVictim/Room/Plan{topic:{mark them on map},agent:{I}}","[2, 13]"
Isaac,0,[0]
clear,0,[0]
medic,Medic,[6]
help,HelpRequest,[16]
this is near on my way to C7,Room,[3]
good,0,[0]
where,Question,[17]
what,Question,[17]
hey sweetie going over to C8,Instruction{topic:{going over to C8}}/Room,"[19, 3]"
that's correct c c sorry C6,Room,[3]
and open C8 medic is and C8,Instruction{topic:{open C8}}/Room/Medic/Room,"[19, 3, 6, 3]"
do you have a critical victim in C8,"YesNoQuestion{topic:{a ciritical victim},location:{C8}}/CriticalVictim/Room","[18, 1, 3]"
all right,0,[0]
does not look like it,0,[0]
we have not as medic b or not,Medic,[6]
all right this is medic I'm gonna go over to B8 I'm gonna work on the B still,"Medic/Plan{topic:{go over to B8}, agent:{I}}/Room/Plan{topic:{work on the B},agent:{I}}","[6, 20]"
I'm on my way to B6 whole we are hitting that one perfect,"Movement{agent:{I},target:{B6}}/Room","[10, 3]"
B6,Room,[3]
I'm just gonna hang out and B6 for a sec,Room,[3]
yes,0,[0]
transporter window of the chancellor I3 a critical State B6,Transporter/Room/CriticalVictim/Room,"[5, 3, 1, 3]"
all right and that case I'll take one,"Plan{topic:{take one},agent:{I}}",[20]
they're all there's one a and one B the one that was labeled was a the one that wasn't was B,Victim,[2]
this is engineer there are there's one regular victim M1 critical victim in A3,"Engineer/KnowledgeSharing{exists:{one regular victim},location:{M1}/Victim/Room/CriticalVictim/Room","[4, 13, 2, 3, 1, 3]"
B i1 tellers,Room,[3]
yes,0,[0]
yes please have you gone all the critical Xin a or in a B6 first,YesNoQuestion{topic:{gone all the critical}}/CriticalVictim/Room,"[18, 1, 3]"
B6,Room,[3]
I can,0,[0]
this is transporter still still helping out victims in B6,"Transporter/Triage{agent:{transporter},target:{victims},location:{B6}}/Victim/Room","[5, 12, 2, 3]"
can you repeat,YesNoQuestion{topic:{repeat}},[18]
we chat a one and a two,0,[0]
open E2 transporter,"Instruction{topic:{open E2},agent:{transporter}}/Room/Transporter","[19, 3, 5]"
there is a victim and A3 critical,"Victim/KnowledgeSharing{exists:{critical},location:{A3}}","[2, 13]"
engineer where you at,Engineer/Question{topic:{engineer}},"[4, 17]"
before graduate anyone in there,0,[0]
all right well we got one more test five people where is everyone at rubber the victim set your experience he engineer,"Question{topic:{everyone}}/Rubble/Victim/Instruction{topic:{set your experience},agent:{engineer}}/Engineer","[17, 4]"
L2 B6 B EA A1 F4 B2 check B2,Room/Room/Room/Room/Room/Room/Room/Instruction{topic:{check}}/Room,"[3, 3, 3, 3, 3, 3, 3, 19, 3]"
there is a critical victim in here,"KnowledgeSharing{exists:{critical victim},location:{here}}/CriticalVictim","[13, 1]"
all right I don't think we have enough time to get there but worth a shot oh no it's a men's bathroom,0,[0]
all right,0,[0]
the next click open sir in the drop-down menu and finisher B F2 C mission to room,Room,[3]
engineer Easton,Engineer,[4]
transport is done,Transporter,[5]
this transporter are we allowed to talk about what we saw in the slides,0,[0]
all right,0,[0]
okay this is medic I have some thoughts about how we should go around doing this it I think we can share some ideas but I'll go first I think it might be wise for transporter to effectively wait I believe it was transported that had the ability to C into room C,Medic/Transporter/Room,"[6, 5, 3]"
I think we can start with each lettered room so we go from A1 a4a and then B yada yada have the person determine which ones are threat rooms Mark those otherwise the eye the medic and the other team members sticks with me to mark critical,"Plan{topic:{go from A1 to B},agent:{we}}/Room/Precedence{first:{go A1 a4a},second:{B}}/Medic","[20, 6]"
victims and put them out in the hallway so we can expedite things,Victim/Instruction{topic:{put them out in the hallway}},"[2, 19]"
this is transporter I think that's a good idea but the transporter can see what type of critical or normal regular victim is in a room the engineer does that so I think engineer should do that,Transporter/CriticalVictim/Victim/Room/Engineer,"[5, 1, 2, 3, 4]"
okay,0,[0]
oh so you already have all of the you have a list of the threat rooms,Room,[3]
okay let's start heading over to the a section while we talk about this further I have Mission information saying that there are indeed people in those set rooms all of those e mentioned so that's worth knowing that we can tackle those as a team when we get to them,Instruction{topic:{start heading over to the A section}},[19]
thank you,0,[0]
and this is transporter if tell me if you want me to transport a victim,"Transporter/Instruction{transport a victim},agent:{you}}/Victim","[5, 19, 2]"
okay,0,[0]
perfect,0,[0]
yeah this is engineer I am considerably slower so I think I'd leave the transport to you guys,Engineer,[4]
I start going up the markers,"Plan{topic:{going up the markers},agent:{I}}/MarkerBlock","[20, 8]"
engineer I'm gonna head over to A4,"Engineer/Plan{topic:{head over to A4},agent:{I}}/Room","[4, 20, 3]"
if you'd like to join me for the critical thank you,"HelpRequest{agent:{me},helper:{you}/CriticalVictim","[16, 1]"
okay thank you,0,[0]
this is a c victim I will be placing outside of the room thank you transporter,"CriticalVictim/Plan{topic:{placing outside of the room},agent:{I}}/Room/Transporter","[1, 20, 3, 5]"
yeah,0,[0]
this is an a victim,Victim,[2]
engineer let's get out of this room because I believe it's clear,Engineer/Instruction{topic:{get out of this room}}/Room,"[4, 19, 3]"
okay fantastic transporter there's an a victim for you outside of room A4,"Transporter/KnowledgeSharing{exists:{a victim},location:{outside of room A4}}/Victim/Room","[5, 13, 2, 3]"
this is near this is also a threat room so make cave in,Room,[3]
okay,0,[0]
huh,0,[0]
transporter in lieu of a a c placard I'm using the critical victim placard to say that there is a c victim in the hallway closer to B8 and B9,"Transporter/MarkerBlock/CriticalVictim/KnowledgeSharing{exists:{c victim},location:{in th hallway}}","[5, 8, 1, 13]"
C8 is not,Room,[3]
okay,0,[0]
this transporter I am on my way,Transporter/Movement{agent:{I}},"[5, 10]"
I'm on my way,Movement{agent:{I}},[10]
okay engineer will be heading to C3,"Plan{topic:{heading to C4},agent:{engineer}}/Engineer/Room","[20, 4, 3]"
okay,0,[0]
transporter I am on my way,Transporter/Movement{agent:{I}},"[5, 10]"
yes this is so soft Red Room C help me,"Room/HelpRequest{agent:{me},location:{Red Room}}","[3, 16]"
are C critical victim,CriticalVictim,[1]
engineer and I are coming out with a B victim and a c victim,"Plan{topic:{coming out with a B victim and a c victim},agent:{engineer and I}}/Engineer/Room/Victim/CriticalVictim","[20, 4, 3, 2, 1]"
okay it appears that A B and C are clear,Room/Room/Room,"[3, 3, 3]"
all right,0,[0]
thank you this is medic transported there are currently a b and c victim I believe out in the hallway,"Medic/KnowledgeSharing{exists:{a B and C victim},location:{in the hallway}}/Victim","[6, 13, 2]"
this is transporter engineer there is a lot of rubble and Rubble in front of South Zone C,"Transporter/Engineer/Rubble/Room/KnowledgeSharing{exists:{rubble},location:{in front of South Zone C}}","[5, 4, 7, 3, 13]"
thank you,0,[0]
okay believe the dissection is clear let's go on to E3,Instruction{topic:{go to E3}}/Room,"[19, 3]"
this is transporter there's a critical victim in here in H1,"Transporter/KnowledgeSharing{exists:{a critical victim},location:{H1}}/CriticalVictim/Room","[5, 13, 1, 3]"
this is medic I would appreciate transporter coming to H1,"Medic/HelpRequest{agent:{I},location:{H1},helper:{transporter}}/Transporter/Room","[6, 16, 5, 3]"
G,Room,[3]
H1 on my way that's just engineer I just clear the path to G3 with another victim there,"Room/Movement/Engineer/KnowledgeSharing{exists:{another victim},location:{G3}}/Victim/Room","[3, 10, 4, 13, 2, 3]"
this is medic I'm currently in h1a trapped in a rubble room with a critical victim thank you,"Medic/HelpRequest{agent:{I},location:{H1}/Rubble/CriticalVictim","[6, 16, 7, 1]"
okay,0,[0]
Rubble has been cleared from the C Zone,Rubble/Room,"[7, 3]"
from H1 to the save Zone,Room/Room,"[3, 3]"
this is medic I'm going to be heading to G3 to take care of the victim in there,"Medic/Plan{topic:{heading to G3 to take care of the victim in there},agent:{I}}/Room/Victim","[6, 20, 3, 2]"
this is medic there are a a and b,Medic/Victim/Victim,"[6, 2, 2]"
set along the north barrier near North Zone C,Instruction{topic:{set along the north barrier near North Zone C}}/Room,"[19, 3]"
all right,0,[0]
I4,Room,[3]
I4 engineer die M1 my way,Room/Engineer/Room/Movement,"[3, 4, 3, 10]"
sorry about that,0,[0]
there are three critical victims in here I'm going to help need help with waking each one thank you,"KnowledgeSharing{exists:{three critical victim},location:{here}}/CriticalVictim/HelpRequest{agent:{I}}",[13]
red,0,[0]
this is engineer they are there is one regular big theme in j4 and one critical,"Engineer/KnowledgeSharing{exists:{one regular and one critical},location:{j4}}/Victim/CriticalVictim/Room}}","[4, 13]"
thank you,0,[0]
thank you,0,[0]
this medic transporter can you repeat which room you said there was an issue with,Medic/Transporter/YesNoQuestion{topic:{repeat which room you said there was an issue with}}/Room,"[6, 5, 18, 3]"
this is transported E3 right over here,Transporter/Room,"[5, 3]"
alrighty let's take care of this,Instruction{topic:{take care of this}},[19]
this is transfer engineer can we have you come to E3 please,"Engineer/YesNoQuestion{topic:{you come},location:{E3}}/Room","[4, 18, 3]"
medic D1 victim left over oh yeah I was going to take your room,Medic/Room/Victim/Room,"[6, 3, 2, 3]"
b or a or critical,Victim/Victim/CriticalVictim,"[2, 2, 1]"
I'll bring it to you,"Plan{topic:{bring it to you},agent:{I}}",[20]
that is a b type victim,Victim,[2]
thank you if you'd like to stay to help me with the person in there,"HelpRequest{agent:{me},location:{in there},helper:{you}}",[16]
thank you,0,[0]
this is transporter we have 30 seconds left this is transporter I will go crazy,Transporter,[5]
this is transport door I suppose it was very good progress as well,Transporter,[5]
this is medic I just fell to my death all right,Medic,[6]
this is medic do you guys have any any feedback for the last session,Medic/Question{topic:{feedback form last session}},"[6, 17]"
this is my room what we could do is start on a and then work all the way around the perimeter through Shea and L and then finish through dnf,"Room/Precedence{first:{start on},second:{work all the way around the perimeter}","[3, 11]"
this is medic I think,Medic,[6]
and all that so maybe what we could do this time is try to do a b c,"Plan{topic:{try a b c},agent:{we}}/Room/Room/Room","[20, 3, 3, 3]"
this is transporter I think that's a good idea,Transporter,[5]
A3 C2 C3 and C5 a role threat Grooms so we can for well enter in,Room/Room/Room/Room,"[3, 3, 3, 3]"
all right this is engineer so have the transporter Mark every room first and then begin transporting the victims,"Engineer/Transporter/Instruction{topic:{mark every room},agent:{transporter}}/Precedence{first:{mark every room},second:{begin transporting the victims}}/Victim","[4, 5, 19, 2]"
yeah this is medic I think it might be a might be a good idea for a while engineer and I go through a b c have transported her head over to IJ k m and L and Mark those,"Medic/Plan{topic:{go through a b c}, agent:{engineer and I}}/Room/Room/Room/Room/Room/Room/Room","[6, 20, 3, 3, 3, 3, 3, 3, 3]"
yes it would be nice to this is medic if you could continue through A B C 0 if you could continue through a b c,"Medic/Instruction{topic:{continue through A B C},agent:{you}}/Room/Room/Room","[6, 19, 3, 3, 3]"
this is medic there are some people in the hallway already also A3 is currently blocked because of a threat so I'm going to move on to B2 really quickly which also needs an engineer help,"Medic/KnowledgeSharing{exists:{some people},location:{hallway}}/Room/Plan{topic:{move on to Room}}/Room/HelpRequest{agent:{medic},helper:{engineer}}","[6, 13]"
okay thank you,0,[0]
wonderful,0,[0]
okay,0,[0]
thank you,0,[0]
this is medic again I'm going to Mark the victims in the hallway instead of using a c placard using a critical victim placard,"Medic/Plan{topic:{mark the victim in the hallway},agent:{mediv}}/Victim","[6, 20, 2]"
it's medic I was saying A3 I didn't realize that there are multiple entrances and so I think we're good in A3 yes oh I spoke too soon and got locked in,Medic/Room/Room,"[6, 3, 3]"
and commissioner,0,[0]
thank you,0,[0]
okay okay I'm this is medic I'm going to head to B9 or,"Medic/Plan{topic:{head to B9},agent:{medic}}/Room","[6, 20, 3]"
okay this is engineer I'm good at critical victim on C6,Engineer/CriticalVictim/Room,"[4, 1, 3]"
this is transported from heading back to get all the victims,Transporter/Victim,"[5, 2]"
so C threat room,Room,[3]
okay,0,[0]
okay,0,[0]
their victim Zone B5 and B6,"KnowledgeSharing{exists:{victim},location:{Zone B5 and B6}}/Room/Room","[13, 3, 3]"
yes,0,[0]
I'm going to head to okay,0,[0]
to get side,0,[0]
okay,0,[0]
thank you it's all good,0,[0]
all right,0,[0]
I follow you,"Plan{topic:{follow you},agent:{I}}",[20]
medic I think we should begin well we should go to I2 C the threat room so they're more critical big things here,"Medic/Instruction{topic:{go to I2 C},agent:{we}}/Room/Room/CriticalVictim","[6, 19, 3, 3, 1]"
specialist I can tell this is medic that is the only victim in this hallway or in this room,"Medic/KnowledgeSharing{exists:{only victim},location:{hallway}}/Victim/Room","[6, 13, 2, 3]"
I'm going to head to i3,"Plan{topic:{head to i3},agent:{I}}/Room","[20, 3]"
B,Room,[3]
this is a c victim,CriticalVictim,[1]
this is engineer I lost my GPS,Engineer,[4]
this is medic like was,Medic,[6]
medic the other victim I really brought outside,"Medic/Movement{agent:{I},target:{outside}}/Victim","[6, 10, 2]"
so currently engineer and I are in the IJ hallway we're going to continue with the strategy that we've been doing in putting victims in the hallway but we are going to check every room this time because engineer can still see threats correct,"ReportLocation{agent:{engineer and I},location:{IJ hallway}}/Engineer/Plan{topic:{continue with the strategy},agent:{we}}/Plan{topic:{check every room},agent:{we}}/Room","[14, 3]"
I cannot but I can tell you ashy we are en el,0,[0]
